Protocol, Host, URL, Content-Type
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/41.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/43.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/42.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/44.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/45.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/46.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/47.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/48.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/49.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/50.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/51.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/53.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/52.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/54.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/55.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/56.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/57.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/58.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/59.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/60.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/61.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/62.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/63.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/64.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/65.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/66.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/67.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/68.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/69.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/70.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/72.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/73.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/74.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/75.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/76.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/77.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/78.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/79.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/80.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/81.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/82.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/83.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/84.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/85.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/86.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/87.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/88.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/89.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/90.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/91.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/92.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/93.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/94.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/95.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/96.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/97.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/98.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/99.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/100.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/101.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/102.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/103.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/104.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/105.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/106.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/107.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/108.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/109.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/110.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/111.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/112.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/113.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/114.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/115.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/116.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/117.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/118.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/119.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/120.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/121.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/122.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/123.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/124.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/125.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/126.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/127.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/128.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/129.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/130.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/131.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/132.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/133.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/134.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/135.webp, image/webp
